rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_disc,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend
1126,Kepler-263,c,Transit,2,47.33277300,0.00045600,-0.00045600,0,0.242000,,,0,,,,,,,,,,,,,,0.220,0.120,-0.120,0,,,,,0,1,0,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,,,,15.391,,0,0,Kepler-band,5265.00,200.00,-200.00,0,0,,,,,,0.79,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1127,Kepler-264,b,Transit,2,40.80623100,0.00053800,-0.00053800,0,0.249000,,,0,,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,0,1,0,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,,,,,13.038,,0,0,Kepler-band,6158.00,100.00,-100.00,0,0,1.32,,,0,0,1.55,0.31,-0.31,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1128,Kepler-264,c,Transit,2,140.10126100,0.00367800,-0.00367800,0,0.566000,,,0,,,,,,,,,,,,,,0.252,0.052,-0.052,0,,,,,0,1,0,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,,,,,13.038,,0,0,Kepler-band,6158.00,100.00,-100.00,0,0,1.32,,,0,0,1.55,0.31,-0.31,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1129,Kepler-265,b,Transit,4,6.84626200,0.00006300,-0.00006300,0,0.069000,,,0,,,,,,,,,,,,,,0.166,0.040,-0.040,0,,,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,,,,,15.381,,0,0,Kepler-band,5835.00,118.00,-118.00,0,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1130,Kepler-265,c,Transit,4,17.02893700,0.00013600,-0.00013600,0,0.127000,,,0,,,,,,,,,,,,,,0.235,0.049,-0.049,0,,,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,,,,,15.381,,0,0,Kepler-band,5835.00,118.00,-118.00,0,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1131,Kepler-265,d,Transit,4,43.13061700,0.00065800,-0.00065800,0,0.236000,,,0,,,,,,,,,,,,,,0.222,0.048,-0.048,0,,,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,,,,,15.381,,0,0,Kepler-band,5835.00,118.00,-118.00,0,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1132,Kepler-265,e,Transit,4,67.83102400,0.00139600,-0.00139600,0,0.319000,,,0,,,,,,,,,,,,,,0.231,0.049,-0.049,0,,,,,0,1,0,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,,,,,15.381,,0,0,Kepler-band,5835.00,118.00,-118.00,0,0,1.03,,,0,0,1.10,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1133,Kepler-266,b,Transit,2,6.61833000,0.00004800,-0.00004800,0,0.071000,,,0,,,,,,,,,,,,,,0.221,0.107,-0.107,0,,,,,0,1,0,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,,,,,15.590,,0,0,Kepler-band,5885.00,250.00,-250.00,0,0,0.99,,,0,0,1.03,0.50,-0.50,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1134,Kepler-266,c,Transit,2,107.72360100,0.00164300,-0.00164300,0,0.457000,,,0,,,,,,,,,,,,,,0.347,0.169,-0.169,0,,,,,0,1,0,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,,,,,15.590,,0,0,Kepler-band,5885.00,250.00,-250.00,0,0,0.99,,,0,0,1.03,0.50,-0.50,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1135,Kepler-267,b,Transit,3,3.35372800,0.00000700,-0.00000700,0,0.037000,,,0,,,,,,,,,,,,,,0.177,0.008,-0.008,0,,,,,0,1,0,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,,,,15.438,,0,0,Kepler-band,4258.00,100.00,-100.00,0,0,0.56,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1136,Kepler-267,c,Transit,3,6.87745000,0.00001600,-0.00001600,0,0.060000,,,0,,,,,,,,,,,,,,0.190,0.010,-0.010,0,,,,,0,1,0,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,,,,15.438,,0,0,Kepler-band,4258.00,100.00,-100.00,0,0,0.56,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1137,Kepler-267,d,Transit,3,28.46451500,0.00018000,-0.00018000,0,0.154000,,,0,,,,,,,,,,,,,,0.203,0.011,-0.011,0,,,,,0,1,0,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,,,,15.438,,0,0,Kepler-band,4258.00,100.00,-100.00,0,0,0.56,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1138,Kepler-268,b,Transit,2,25.93413800,0.00014200,-0.00014200,0,0.180000,,,0,,,,,,,,,,,,,,0.227,0.042,-0.042,0,,,,,0,1,0,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,,,,13.703,,0,0,Kepler-band,6081.00,100.00,-100.00,0,0,,,,,,1.27,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1139,Kepler-268,c,Transit,2,83.44639300,0.00076100,-0.00076100,0,0.391000,,,0,,,,,,,,,,,,,,0.302,0.062,-0.062,0,,,,,0,1,0,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,,,,13.703,,0,0,Kepler-band,6081.00,100.00,-100.00,0,0,,,,,,1.27,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1140,Kepler-269,b,Transit,2,5.32671800,0.00003500,-0.00003500,0,0.061000,,,0,,,,,,,,,,,,,,0.220,0.103,-0.103,0,,,,,0,1,0,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,,,,15.808,,0,0,Kepler-band,5847.00,250.00,-250.00,0,0,0.98,,,0,0,0.96,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1141,Kepler-269,c,Transit,2,8.12789900,0.00014900,-0.00014900,0,0.081000,,,0,,,,,,,,,,,,,,0.151,0.071,-0.071,0,,,,,0,1,0,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,,,,15.808,,0,0,Kepler-band,5847.00,250.00,-250.00,0,0,0.98,,,0,0,0.96,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1142,Kepler-27,b,Transit,2,15.33480000,,,0,0.118000,,,0,,,,,,,,,9.11000,,,1,Mass,0.357,,,0,,,,,1,1,0,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,,,,15.855,,0,0,Kepler-band,5400.00,60.00,-60.00,0,0,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0,2014-05-14,9.11000,,,1,2011,,,,,,,,,,0,,,,
1143,Kepler-27,c,Transit,2,31.33090000,,,0,0.191000,,,0,,,,,,,,,13.80000,,,1,Mass,0.437,,,0,,,,,1,1,0,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,,,,15.855,,0,0,Kepler-band,5400.00,60.00,-60.00,0,0,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0,2014-05-14,13.80000,,,1,2011,,,,,,,,,,0,,,,
1144,Kepler-270,b,Transit,2,11.47609400,0.00007100,-0.00007100,0,0.107000,,,0,,,,,,,,,,,,,,0.179,0.036,-0.036,0,,,,,0,1,0,18h48m48.02s,282.200100,+44d25m20.3s,44.422302,,,,,13.908,,0,0,Kepler-band,6067.00,100.00,-100.00,0,0,,,,,,1.46,0.28,-0.28,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1145,Kepler-270,c,Transit,2,25.26288700,0.00059900,-0.00059900,0,0.180000,,,0,,,,,,,,,,,,,,0.158,0.033,-0.033,0,,,,,0,1,0,18h48m48.02s,282.200100,+44d25m20.3s,44.422302,,,,,13.908,,0,0,Kepler-band,6067.00,100.00,-100.00,0,0,,,,,,1.46,0.28,-0.28,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1146,Kepler-271,b,Transit,2,5.21773800,0.00004300,-0.00004300,0,0.056000,,,0,,,,,,,,,,,,,,0.079,0.014,-0.014,0,,,,,0,1,0,18h52m00.72s,283.002980,+44d17m03.2s,44.284233,,,,,13.404,,0,0,Kepler-band,5524.00,100.00,-100.00,0,0,,,,,,0.88,0.16,-0.16,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1147,Kepler-271,c,Transit,2,7.41093500,0.00004900,-0.00004900,0,0.071000,,,0,,,,,,,,,,,,,,0.089,0.016,-0.016,0,,,,,0,1,0,18h52m00.72s,283.002980,+44d17m03.2s,44.284233,,,,,13.404,,0,0,Kepler-band,5524.00,100.00,-100.00,0,0,,,,,,0.88,0.16,-0.16,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1148,Kepler-272,b,Transit,3,2.97135300,0.00001700,-0.00001700,0,0.038000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,,,,,14.678,,0,0,Kepler-band,5297.00,200.00,-200.00,0,0,0.79,,,0,0,0.93,0.50,-0.50,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1149,Kepler-272,c,Transit,3,6.05734200,0.00003700,-0.00003700,0,0.061000,,,0,,,,,,,,,,,,,,0.160,0.086,-0.086,0,,,,,0,1,0,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,,,,,14.678,,0,0,Kepler-band,5297.00,200.00,-200.00,0,0,0.79,,,0,0,0.93,0.50,-0.50,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1150,Kepler-272,d,Transit,3,10.93730400,0.00007300,-0.00007300,0,0.091000,,,0,,,,,,,,,,,,,,0.201,0.109,-0.109,0,,,,,0,1,0,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,,,,,14.678,,0,0,Kepler-band,5297.00,200.00,-200.00,0,0,0.79,,,0,0,0.93,0.50,-0.50,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1151,Kepler-273,b,Transit,2,2.93653200,0.00000900,-0.00000900,0,0.037000,,,0,,,,,,,,,,,,,,0.134,0.077,-0.077,0,,,,,0,1,0,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,,,,,14.968,,0,0,Kepler-band,5626.00,200.00,-200.00,0,0,,,,,,0.81,0.46,-0.46,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1152,Kepler-273,c,Transit,2,8.01492700,0.00005200,-0.00005200,0,0.073000,,,0,,,,,,,,,,,,,,0.177,0.103,-0.103,0,,,,,0,1,0,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,,,,,14.968,,0,0,Kepler-band,5626.00,200.00,-200.00,0,0,,,,,,0.81,0.46,-0.46,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1153,Kepler-274,b,Transit,2,11.63478800,0.00013400,-0.00013400,0,0.101000,,,0,,,,,,,,,,,,,,0.137,0.075,-0.075,0,,,,,0,1,0,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,,,,,15.035,,0,0,Kepler-band,6023.00,200.00,-200.00,0,0,,,,,,1.01,0.54,-0.54,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1154,Kepler-274,c,Transit,2,33.19786100,0.00089400,-0.00089400,0,0.204000,,,0,,,,,,,,,,,,,,0.164,0.089,-0.089,0,,,,,0,1,0,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,,,,,15.035,,0,0,Kepler-band,6023.00,200.00,-200.00,0,0,,,,,,1.01,0.54,-0.54,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1155,Kepler-275,b,Transit,3,10.30068200,0.00025400,-0.00025400,0,0.098000,,,0,,,,,,,,,,,,,,0.209,0.040,-0.040,0,,,,,0,1,0,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,,,,15.319,,0,0,Kepler-band,6165.00,100.00,-100.00,0,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1156,Kepler-275,c,Transit,3,16.08813400,0.00016400,-0.00016400,0,0.132000,,,0,,,,,,,,,,,,,,0.302,0.057,-0.057,0,,,,,0,1,0,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,,,,15.319,,0,0,Kepler-band,6165.00,100.00,-100.00,0,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1157,Kepler-275,d,Transit,3,35.67606200,0.00064100,-0.00064100,0,0.224000,,,0,,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,0,1,0,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,,,,15.319,,0,0,Kepler-band,6165.00,100.00,-100.00,0,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1158,Kepler-276,b,Transit,3,14.12841000,0.00011100,-0.00011100,0,0.119000,,,0,,,,,,,,,,,,,,0.256,0.120,-0.120,0,,,,,0,1,0,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,,,,,15.368,,0,0,Kepler-band,6105.00,200.00,-200.00,0,0,1.10,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1159,Kepler-276,c,Transit,3,31.88400000,,,0,,,,,,,,,,,,,0.05200,0.01400,-0.01100,0,Mass,0.259,0.113,-0.025,0,,,,,1,1,0,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,,,,,15.368,,0,0,Kepler-band,6105.00,200.00,-200.00,0,0,1.10,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,2014-05-14,0.05200,0.01400,-0.01100,0,2013,,,,,,,,,,,,,,
1160,Kepler-276,d,Transit,3,48.64800000,,,0,,,,,,,,,,,,,0.05100,0.01600,-0.01400,0,Mass,0.250,0.110,-0.024,0,,,,,1,1,0,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,,,,,15.368,,0,0,Kepler-band,6105.00,200.00,-200.00,0,0,1.10,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,2014-05-14,0.05100,0.01600,-0.01400,0,2013,,,,,,,,,,,,,,
1161,Kepler-277,b,Transit,2,17.32400000,,,0,,,,,,,,,,,,,0.27500,0.13100,-0.12600,0,Mass,0.261,0.065,-0.056,0,,,,,1,1,0,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,,,,13.420,,0,0,Kepler-band,5946.00,,,0,0,1.12,0.19,-0.11,0,0,1.69,0.42,-0.36,0,0,2014-05-14,0.27500,0.13100,-0.12600,0,2013,,,,,,,,,,,,,,
1162,Kepler-277,c,Transit,2,33.00600000,,,0,,,,,,,,,,,,,0.20200,0.05700,-0.04900,0,Mass,0.300,0.074,-0.064,0,,,,,1,1,0,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,,,,13.420,,0,0,Kepler-band,5946.00,,,0,0,1.12,0.19,-0.11,0,0,1.69,0.42,-0.36,0,0,2014-05-14,0.20200,0.05700,-0.04900,0,2013,,,,,,,,,,,,,,
1163,Kepler-278,b,Transit,2,30.16054600,0.00031100,-0.00031100,0,0.207000,,,0,,,,,,,,,,,,,,0.363,0.014,-0.014,0,,,,,1,1,0,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,,,,,11.584,,0,0,Kepler-band,4991.00,75.00,-75.00,0,0,,,,,,2.94,0.07,-0.07,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1164,Kepler-278,c,Transit,2,51.07877500,0.00089000,-0.00089000,0,0.294000,,,0,,,,,,,,,,,,,,0.320,0.038,-0.038,0,,,,,1,1,0,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,,,,,11.584,,0,0,Kepler-band,4991.00,75.00,-75.00,0,0,,,,,,2.94,0.07,-0.07,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1165,Kepler-279,b,Transit,3,12.30968100,0.00005100,-0.00005100,0,0.112000,,,0,,,,,,,,,,,,,,0.323,0.063,-0.063,0,,,,,1,1,0,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,,,,13.659,,0,0,Kepler-band,6363.00,259.00,-259.00,0,0,1.10,0.16,-0.13,0,0,1.75,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1166,Kepler-279,c,Transit,3,35.73600000,,,0,,,,,,,,,,,,,0.15500,0.02300,-0.01900,0,Mass,0.384,0.153,-0.037,0,,,,,1,1,0,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,,,,13.659,,0,0,Kepler-band,6363.00,259.00,-259.00,0,0,1.10,0.16,-0.13,0,0,1.75,0.32,-0.32,0,0,2014-05-14,0.15500,0.02300,-0.01900,0,2013,,,,,,,,,,,,,,
1167,Kepler-279,d,Transit,3,54.41400000,,,0,,,,,,,,,,,,,0.11800,0.01700,-0.01400,0,Mass,0.277,0.111,-0.027,0,,,,,1,1,0,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,,,,13.659,,0,0,Kepler-band,6363.00,259.00,-259.00,0,0,1.10,0.16,-0.13,0,0,1.75,0.32,-0.32,0,0,2014-05-14,0.11800,0.01700,-0.01400,0,2013,,,,,,,,,,,,,,
1168,Kepler-28,b,Transit,2,5.91230000,,,0,0.062000,,,0,,,,,,,,,1.51000,,,1,Mass,0.321,,,0,,,,,1,1,0,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,,,,,15.036,,0,0,Kepler-band,4590.00,,,0,0,0.75,,,0,0,0.70,,,0,0,2014-05-14,1.51000,,,1,2011,,,,,,,,,,,,,,
1169,Kepler-28,c,Transit,2,8.98580000,,,0,0.081000,,,0,,,,,,,,,1.36000,,,1,Mass,0.303,,,0,,,,,1,1,0,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,,,,,15.036,,0,0,Kepler-band,4590.00,,,0,0,0.75,,,0,0,0.70,,,0,0,2014-05-14,1.36000,,,1,2011,,,,,,,,,,,,,,
1170,Kepler-280,b,Transit,2,2.13954200,0.00000600,-0.00000600,0,0.032000,,,0,,,,,,,,,,,,,,0.129,0.062,-0.062,0,,,,,0,1,0,19h25m33.72s,291.390510,+42d10m50.1s,42.180588,,,,,14.466,,0,0,Kepler-band,5744.00,200.00,-200.00,0,0,0.91,,,0,0,0.89,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1171,Kepler-280,c,Transit,2,4.80709100,0.00000900,-0.00000900,0,0.056000,,,0,,,,,,,,,,,,,,0.179,0.087,-0.087,0,,,,,0,1,0,19h25m33.72s,291.390510,+42d10m50.1s,42.180588,,,,,14.466,,0,0,Kepler-band,5744.00,200.00,-200.00,0,0,0.91,,,0,0,0.89,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1172,Kepler-281,b,Transit,2,14.64600800,0.00013900,-0.00013900,0,0.117000,,,0,,,,,,,,,,,,,,0.252,0.100,-0.100,0,,,,,0,1,0,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,,,,,15.773,,0,0,Kepler-band,5723.00,200.00,-200.00,0,0,0.98,,,0,0,0.90,0.35,-0.35,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1173,Kepler-281,c,Transit,2,36.33737300,0.00011100,-0.00011100,0,0.215000,,,0,,,,,,,,,,,,,,0.474,0.184,-0.184,0,,,,,0,1,0,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,,,,,15.773,,0,0,Kepler-band,5723.00,200.00,-200.00,0,0,0.98,,,0,0,0.90,0.35,-0.35,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1174,Kepler-282,b,Transit,4,9.22052400,0.00034100,-0.00034100,0,0.082000,,,0,,,,,,,,,,,,,,0.090,0.022,-0.022,0,,,,,0,1,0,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,,,,15.204,,0,0,Kepler-band,5602.00,155.00,-155.00,0,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1175,Kepler-282,c,Transit,4,13.63872300,0.00049100,-0.00049100,0,0.106000,,,0,,,,,,,,,,,,,,0.107,0.026,-0.026,0,,,,,0,1,0,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,,,,15.204,,0,0,Kepler-band,5602.00,155.00,-155.00,0,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1176,Kepler-282,d,Transit,4,24.80600000,,,0,,,,,,,,,,,,,0.19200,0.11300,-0.11400,0,Mass,0.219,0.089,-0.018,0,,,,,1,1,0,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,,,,15.204,,0,0,Kepler-band,5602.00,155.00,-155.00,0,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0,2014-05-14,0.19200,0.11300,-0.11400,0,2013,,,,,,,,,,,,,,
1177,Kepler-282,e,Transit,4,44.34700000,,,0,,,,,,,,,,,,,0.17700,0.05100,-0.05300,0,Mass,0.277,0.112,-0.022,0,,,,,1,1,0,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,,,,15.204,,0,0,Kepler-band,5602.00,155.00,-155.00,0,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0,2014-05-14,0.17700,0.05100,-0.05300,0,2013,,,,,,,,,,,,,,
1178,Kepler-283,b,Transit,2,11.00815100,0.00002900,-0.00002900,0,0.082000,,,0,,,,,,,,,,,,,,0.190,0.023,-0.023,0,,,,,0,1,0,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,,,,,15.847,,0,0,Kepler-band,4351.00,100.00,-100.00,0,0,,,,,,0.57,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1179,Kepler-283,c,Transit,2,92.74371100,0.00141300,-0.00141300,0,0.341000,,,0,,,,,,,,,,,,,,0.162,0.011,-0.011,0,,,,,0,1,0,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,,,,,15.847,,0,0,Kepler-band,4351.00,100.00,-100.00,0,0,,,,,,0.57,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1180,Kepler-284,b,Transit,2,12.69914900,0.00007100,-0.00007100,0,0.104000,,,0,,,,,,,,,,,,,,0.200,0.087,-0.087,0,,,,,0,1,0,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,,,,,15.824,,0,0,Kepler-band,5615.00,200.00,-200.00,0,0,,,,,,0.81,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1181,Kepler-284,c,Transit,2,37.51445600,0.00035000,-0.00035000,0,0.213000,,,0,,,,,,,,,,,,,,0.233,0.105,-0.105,0,,,,,0,1,0,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,,,,,15.824,,0,0,Kepler-band,5615.00,200.00,-200.00,0,0,,,,,,0.81,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1182,Kepler-285,b,Transit,2,2.63386700,0.00001200,-0.00001200,0,0.036000,,,0,,,,,,,,,,,,,,0.120,0.052,-0.052,0,,,,,0,1,0,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,,,,15.173,,0,0,Kepler-band,5411.00,200.00,-200.00,0,0,0.85,,,0,0,0.81,0.35,-0.35,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1183,Kepler-285,c,Transit,2,6.18667600,0.00005900,-0.00005900,0,0.064000,,,0,,,,,,,,,,,,,,0.100,0.044,-0.044,0,,,,,0,1,0,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,,,,15.173,,0,0,Kepler-band,5411.00,200.00,-200.00,0,0,0.85,,,0,0,0.81,0.35,-0.35,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1184,Kepler-286,b,Transit,4,1.79630200,0.00000900,-0.00000900,0,0.027000,,,0,,,,,,,,,,,,,,0.111,0.022,-0.022,0,,,,,0,1,0,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,,,,15.587,,0,0,Kepler-band,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1185,Kepler-286,c,Transit,4,3.46809500,0.00002300,-0.00002300,0,0.042000,,,0,,,,,,,,,,,,,,0.122,0.024,-0.024,0,,,,,0,1,0,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,,,,15.587,,0,0,Kepler-band,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1186,Kepler-286,d,Transit,4,5.91432300,0.00005400,-0.00005400,0,0.061000,,,0,,,,,,,,,,,,,,0.119,0.024,-0.024,0,,,,,0,1,0,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,,,,15.587,,0,0,Kepler-band,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1187,Kepler-286,e,Transit,4,29.22128900,0.00037000,-0.00037000,0,0.176000,,,0,,,,,,,,,,,,,,0.158,0.038,-0.038,0,,,,,0,1,0,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,,,,15.587,,0,0,Kepler-band,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1188,Kepler-287,b,Transit,2,20.34219900,0.00008400,-0.00008400,0,0.145000,,,0,,,,,,,,,,,,,,0.208,0.095,-0.095,0,,,,,0,1,0,19h23m42.59s,290.927458,+48d26m36.8s,48.443550,,,,,14.775,,0,0,Kepler-band,5806.00,200.00,-200.00,0,0,,,,,,1.03,0.47,-0.47,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
